pid,event,time,time2,num_age,fac_fin,fac_race,fac_wexp,fac_mar,fac_paro,fac_prio,fac_educ,fac_emp
150,0,32,34,34,no,black,yes,not married,no,2,3,0
150,1,34,37,34,no,black,yes,not married,no,2,3,1
151,0,0,32,26,yes,black,yes,not married,no,1,4,0
151,0,32,52,26,yes,black,yes,not married,no,1,4,1
152,0,0,6,43,yes,black,yes,not married,yes,2,6,0
152,0,6,12,43,yes,black,yes,not married,yes,2,6,1
152,0,12,13,43,yes,black,yes,not married,yes,2,6,0
152,0,13,52,43,yes,black,yes,not married,yes,2,6,1
153,0,0,2,20,no,black,no,not married,yes,0,4,0
153,0,2,6,20,no,black,no,not married,yes,0,4,1
153,0,6,15,20,no,black,no,not married,yes,0,4,0
153,0,15,27,20,no,black,no,not married,yes,0,4,1
153,0,27,29,20,no,black,no,not married,yes,0,4,0
153,0,29,43,20,no,black,no,not married,yes,0,4,1
153,0,43,52,20,no,black,no,not married,yes,0,4,0
154,0,0,6,20,no,black,yes,not married,yes,1,3,0
154,0,6,12,20,no,black,yes,not married,yes,1,3,1
154,0,12,26,20,no,black,yes,not married,yes,1,3,0
154,1,26,44,20,no,black,yes,not married,yes,1,3,1
155,0,0,2,32,no,black,yes,not married,yes,1,4,0
155,0,2,52,32,no,black,yes,not married,yes,1,4,1
156,0,0,22,25,no,other,yes,not married,yes,1,3,1
156,0,22,23,25,no,other,yes,not married,yes,1,3,0
156,0,23,33,25,no,other,yes,not married,yes,1,3,1
156,1,33,52,25,no,other,yes,not married,yes,1,3,0
157,0,0,8,22,yes,black,no,not married,yes,1,3,0
157,0,8,12,22,yes,black,no,not married,yes,1,3,1
157,0,12,26,22,yes,black,no,not married,yes,1,3,0
157,0,26,52,22,yes,black,no,not married,yes,1,3,1
158,0,0,11,31,yes,other,yes,not married,yes,1,3,0
158,0,11,16,31,yes,other,yes,not married,yes,1,3,1
158,0,16,52,31,yes,other,yes,not married,yes,1,3,0
159,0,0,52,42,yes,black,yes,married,yes,4,3,1
160,0,0,18,32,yes,black,yes,not married,no,10,3,0
160,0,18,36,32,yes,black,yes,not married,no,10,3,1
160,0,36,39,32,yes,black,yes,not married,no,10,3,0
160,0,39,44,32,yes,black,yes,not married,no,10,3,1
160,0,44,46,32,yes,black,yes,not married,no,10,3,0
160,0,46,49,32,yes,black,yes,not married,no,10,3,1
160,0,49,52,32,yes,black,yes,not married,no,10,3,0
161,0,0,6,20,yes,black,no,not married,no,8,3,0
161,0,6,10,20,yes,black,no,not married,no,8,3,1
161,0,10,40,20,yes,black,no,not married,no,8,3,0
161,0,40,52,20,yes,black,no,not married,no,8,3,1
162,0,0,1,20,no,other,no,not married,no,1,3,0
162,0,1,5,20,no,other,no,not married,no,1,3,1
162,0,5,9,20,no,other,no,not married,no,1,3,0
162,0,9,15,20,no,other,no,not married,no,1,3,1
162,0,15,52,20,no,other,no,not married,no,1,3,0
163,0,0,14,36,yes,black,no,not married,yes,8,3,0
163,0,14,52,36,yes,black,no,not married,yes,8,3,1
164,0,0,1,34,yes,black,yes,not married,yes,2,3,0
164,0,1,52,34,yes,black,yes,not married,yes,2,3,1
165,0,0,1,28,yes,black,yes,married,yes,3,2,0
165,0,1,5,28,yes,black,yes,married,yes,3,2,1
165,0,5,16,28,yes,black,yes,married,yes,3,2,0
165,0,16,52,28,yes,black,yes,married,yes,3,2,1
166,0,0,3,21,yes,black,yes,not married,yes,2,3,0
166,0,3,52,21,yes,black,yes,not married,yes,2,3,1
167,0,0,2,18,no,other,no,not married,yes,6,3,0
167,0,2,6,18,no,other,no,not married,yes,6,3,1
167,0,6,27,18,no,other,no,not married,yes,6,3,0
167,0,27,29,18,no,other,no,not married,yes,6,3,1
167,0,29,38,18,no,other,no,not married,yes,6,3,0
167,0,38,43,18,no,other,no,not married,yes,6,3,1
167,0,43,52,18,no,other,no,not married,yes,6,3,0
168,0,0,6,20,yes,other,no,not married,yes,4,3,1
168,0,6,7,20,yes,other,no,not married,yes,4,3,0
168,0,7,13,20,yes,other,no,not married,yes,4,3,1
168,0,13,17,20,yes,other,no,not married,yes,4,3,0
168,0,17,28,20,yes,other,no,not married,yes,4,3,1
168,0,28,41,20,yes,other,no,not married,yes,4,3,0
168,0,41,52,20,yes,other,no,not married,yes,4,3,1
169,0,0,32,17,no,other,no,not married,yes,3,2,1
169,0,32,33,17,no,other,no,not married,yes,3,2,0
169,0,33,52,17,no,other,no,not married,yes,3,2,1
170,0,0,1,44,yes,black,no,not married,yes,3,2,0
170,0,1,23,44,yes,black,no,not married,yes,3,2,1
170,0,23,52,44,yes,black,no,not married,yes,3,2,0
171,0,0,52,30,yes,black,yes,not married,yes,5,4,0
172,0,0,5,22,yes,black,no,not married,no,11,3,0
172,0,5,7,22,yes,black,no,not married,no,11,3,1
172,0,7,27,22,yes,black,no,not married,no,11,3,0
172,0,27,52,22,yes,black,no,not married,no,11,3,1
173,1,0,9,30,yes,black,no,not married,no,3,4,0
174,1,0,17,23,no,black,no,not married,no,8,3,0
175,0,0,20,20,yes,black,yes,not married,no,2,4,0
175,0,20,52,20,yes,black,yes,not married,no,2,4,1
176,0,0,2,19,no,black,no,not married,no,10,2,0
176,0,2,8,19,no,black,no,not married,no,10,2,1
176,0,8,12,19,no,black,no,not married,no,10,2,0
176,0,12,52,19,no,black,no,not married,no,10,2,1
177,0,0,7,21,yes,black,no,not married,yes,1,4,0
177,0,7,10,21,yes,black,no,not married,yes,1,4,1
177,0,10,16,21,yes,black,no,not married,yes,1,4,0
177,0,16,25,21,yes,black,no,not married,yes,1,4,1
177,0,25,52,21,yes,black,no,not married,yes,1,4,0
178,0,0,52,22,yes,black,no,not married,yes,6,6,0
179,0,0,6,19,yes,black,no,not married,yes,2,3,1
179,0,6,52,19,yes,black,no,not married,yes,2,3,0
180,0,0,52,21,yes,black,no,not married,no,10,3,0
181,0,0,15,38,no,black,no,not married,yes,3,3,1
181,1,15,16,38,no,black,no,not married,yes,3,3,0
182,0,0,52,24,yes,black,no,not married,no,7,4,0
183,0,0,29,39,yes,black,yes,married,no,2,5,1
183,0,29,31,39,yes,black,yes,married,no,2,5,0
183,0,31,52,39,yes,black,yes,married,no,2,5,1
184,1,0,3,30,no,black,no,not married,yes,3,3,0
185,0,0,3,37,no,black,yes,not married,no,0,2,0
185,0,3,47,37,no,black,yes,not married,no,0,2,1
185,0,47,50,37,no,black,yes,not married,no,0,2,0
185,0,50,52,37,no,black,yes,not married,no,0,2,1
186,0,0,52,23,yes,black,no,not married,yes,2,6,0
187,0,0,13,21,no,other,no,not married,yes,1,3,0
187,0,13,33,21,no,other,no,not married,yes,1,3,1
187,0,33,52,21,no,other,no,not married,yes,1,3,0
188,0,0,3,31,yes,black,yes,not married,yes,1,3,0
188,0,3,11,31,yes,black,yes,not married,yes,1,3,1
188,0,11,52,31,yes,black,yes,not married,yes,1,3,0
189,0,0,14,24,yes,black,no,not married,no,13,4,0
189,0,14,19,24,yes,black,no,not married,no,13,4,1
189,0,19,21,24,yes,black,no,not married,no,13,4,0
189,0,21,52,24,yes,black,no,not married,no,13,4,1
190,0,0,23,31,no,other,yes,married,yes,3,3,1
190,0,23,52,31,no,other,yes,married,yes,3,3,0
191,0,0,1,24,no,black,no,not married,yes,2,5,1
191,0,1,7,24,no,black,no,not married,yes,2,5,0
191,0,7,15,24,no,black,no,not married,yes,2,5,1
191,0,15,24,24,no,black,no,not married,yes,2,5,0
191,0,24,29,24,no,black,no,not married,yes,2,5,1
191,0,29,30,24,no,black,no,not married,yes,2,5,0
191,0,30,34,24,no,black,no,not married,yes,2,5,1
191,0,34,40,24,no,black,no,not married,yes,2,5,0
191,0,40,52,24,no,black,no,not married,yes,2,5,1
192,0,0,3,24,yes,black,yes,not married,yes,1,6,0
192,0,3,8,24,yes,black,yes,not married,yes,1,6,1
192,0,8,36,24,yes,black,yes,not married,yes,1,6,0
192,0,36,52,24,yes,black,yes,not married,yes,1,6,1
193,0,0,52,21,yes,other,yes,not married,no,1,3,1
194,0,0,6,22,yes,black,no,not married,no,2,3,0
194,0,6,10,22,yes,black,no,not married,no,2,3,1
194,0,10,30,22,yes,black,no,not married,no,2,3,0
194,0,30,31,22,yes,black,no,not married,no,2,3,1
194,0,31,38,22,yes,black,no,not married,no,2,3,0
194,0,38,39,22,yes,black,no,not married,no,2,3,1
194,0,39,46,22,yes,black,no,not married,no,2,3,0
194,0,46,48,22,yes,black,no,not married,no,2,3,1
194,0,48,52,22,yes,black,no,not married,no,2,3,0
195,0,0,8,20,no,black,no,not married,yes,5,3,0
195,0,8,14,20,no,black,no,not married,yes,5,3,1
195,0,14,27,20,no,black,no,not married,yes,5,3,0
195,0,27,33,20,no,black,no,not married,yes,5,3,1
195,0,33,42,20,no,black,no,not married,yes,5,3,0
195,0,42,44,20,no,black,no,not married,yes,5,3,1
195,1,44,45,20,no,black,no,not married,yes,5,3,0
196,0,0,52,21,yes,black,yes,not married,yes,0,4,1
197,0,0,1,24,yes,black,yes,not married,yes,2,3,0
197,0,1,52,24,yes,black,yes,not married,yes,2,3,1
198,0,0,52,25,no,black,yes,not married,yes,1,3,1
199,0,0,5,19,no,black,no,not married,yes,1,3,0
199,0,5,48,19,no,black,no,not married,yes,1,3,1
199,0,48,52,19,no,black,no,not married,yes,1,3,0
200,0,0,27,20,no,other,no,not married,no,2,3,0
200,0,27,28,20,no,other,no,not married,no,2,3,1
200,0,28,32,20,no,other,no,not married,no,2,3,0
200,0,32,52,20,no,other,no,not married,no,2,3,1
201,0,0,52,20,no,black,yes,not married,yes,4,3,0
202,0,0,5,24,no,black,yes,not married,no,1,4,0
202,0,5,12,24,no,black,yes,not married,no,1,4,1
202,1,12,28,24,no,black,yes,not married,no,1,4,0
203,0,0,52,18,yes,black,no,not married,no,4,3,0
204,1,0,16,28,yes,black,no,not married,yes,5,3,0
205,0,0,1,19,yes,black,no,not married,no,4,3,0
205,0,1,4,19,yes,black,no,not married,no,4,3,1
205,1,4,15,19,yes,black,no,not married,no,4,3,0
206,0,0,3,19,no,black,yes,not married,no,1,4,0
206,0,3,7,19,no,black,yes,not married,no,1,4,1
206,0,7,32,19,no,black,yes,not married,no,1,4,0
206,0,32,33,19,no,black,yes,not married,no,1,4,1
206,0,33,52,19,no,black,yes,not married,no,1,4,0
207,0,0,7,25,no,black,yes,married,no,0,4,0
207,0,7,52,25,no,black,yes,married,no,0,4,1
208,0,0,10,19,yes,other,no,not married,no,1,3,0
208,0,10,19,19,yes,other,no,not married,no,1,3,1
208,0,19,29,19,yes,other,no,not married,no,1,3,0
208,0,29,50,19,yes,other,no,not married,no,1,3,1
208,0,50,52,19,yes,other,no,not married,no,1,3,0
209,0,0,8,25,yes,black,no,not married,no,2,6,0
209,0,8,52,25,yes,black,no,not married,no,2,6,1
210,0,0,12,24,no,black,no,not married,no,0,3,0
210,0,12,13,24,no,black,no,not married,no,0,3,1
210,1,13,14,24,no,black,no,not married,no,0,3,0
211,0,0,2,20,yes,black,yes,not married,yes,1,4,0
211,0,2,16,20,yes,black,yes,not married,yes,1,4,1
211,0,16,24,20,yes,black,yes,not married,yes,1,4,0
211,0,24,40,20,yes,black,yes,not married,yes,1,4,1
211,0,40,50,20,yes,black,yes,not married,yes,1,4,0
211,0,50,52,20,yes,black,yes,not married,yes,1,4,1
212,0,0,1,30,yes,black,no,not married,yes,1,3,0
212,0,1,14,30,yes,black,no,not married,yes,1,3,1
212,0,14,52,30,yes,black,no,not married,yes,1,3,0
213,0,0,2,29,no,black,yes,not married,yes,4,4,0
213,0,2,22,29,no,black,yes,not married,yes,4,4,1
213,0,22,25,29,no,black,yes,not married,yes,4,4,0
213,0,25,52,29,no,black,yes,not married,yes,4,4,1
214,0,0,1,28,no,other,yes,married,yes,4,3,0
214,0,1,21,28,no,other,yes,married,yes,4,3,1
214,0,21,52,28,no,other,yes,married,yes,4,3,0
215,0,0,1,36,yes,black,no,not married,yes,1,3,0
215,0,1,29,36,yes,black,no,not married,yes,1,3,1
215,0,29,52,36,yes,black,no,not married,yes,1,3,0
216,0,0,18,23,yes,black,yes,not married,no,7,3,0
216,0,18,22,23,yes,black,yes,not married,no,7,3,1
216,0,22,26,23,yes,black,yes,not married,no,7,3,0
216,0,26,52,23,yes,black,yes,not married,no,7,3,1
217,0,0,34,23,yes,black,no,not married,no,2,6,0
217,0,34,52,23,yes,black,no,not married,no,2,6,1
218,0,0,8,24,no,black,yes,not married,yes,4,3,0
218,0,8,11,24,no,black,yes,not married,yes,4,3,1
218,0,11,52,24,no,black,yes,not married,yes,4,3,0
219,0,0,1,29,no,black,yes,married,yes,1,3,0
219,0,1,27,29,no,black,yes,married,yes,1,3,1
219,0,27,29,29,no,black,yes,married,yes,1,3,0
219,0,29,45,29,no,black,yes,married,yes,1,3,1
219,0,45,48,29,no,black,yes,married,yes,1,3,0
219,0,48,52,29,no,black,yes,married,yes,1,3,1
220,0,0,9,26,no,black,yes,married,yes,2,3,0
220,0,9,12,26,no,black,yes,married,yes,2,3,1
220,0,12,17,26,no,black,yes,married,yes,2,3,0
220,0,17,52,26,no,black,yes,married,yes,2,3,1
221,0,0,19,39,no,other,yes,married,no,3,3,1
221,0,19,52,39,no,other,yes,married,no,3,3,0
222,0,0,1,20,yes,black,yes,not married,yes,1,3,0
222,0,1,22,20,yes,black,yes,not married,yes,1,3,1
222,0,22,52,20,yes,black,yes,not married,yes,1,3,0
223,0,0,4,23,no,black,yes,not married,yes,3,4,0
223,0,4,14,23,no,black,yes,not married,yes,3,4,1
223,0,14,31,23,no,black,yes,not married,yes,3,4,0
223,0,31,52,23,no,black,yes,not married,yes,3,4,1
224,0,0,11,21,yes,black,yes,not married,yes,2,4,0
224,0,11,13,21,yes,black,yes,not married,yes,2,4,1
224,0,13,52,21,yes,black,yes,not married,yes,2,4,0
225,0,0,1,21,yes,black,no,not married,yes,1,3,1
225,0,1,4,21,yes,black,no,not married,yes,1,3,0
225,0,4,5,21,yes,black,no,not married,yes,1,3,1
225,0,5,7,21,yes,black,no,not married,yes,1,3,0
225,0,7,10,21,yes,black,no,not married,yes,1,3,1
225,0,10,11,21,yes,black,no,not married,yes,1,3,0
225,0,11,45,21,yes,black,no,not married,yes,1,3,1
225,0,45,51,21,yes,black,no,not married,yes,1,3,0
225,0,51,52,21,yes,black,no,not married,yes,1,3,1
226,1,0,7,20,yes,other,no,not married,yes,2,3,0
227,0,0,25,20,yes,other,no,not married,yes,3,3,0
227,0,25,52,20,yes,other,no,not married,yes,3,3,1
228,0,0,2,27,yes,black,yes,not married,yes,2,3,0
228,0,2,4,27,yes,black,yes,not married,yes,2,3,1
228,0,4,19,27,yes,black,yes,not married,yes,2,3,0
228,0,19,29,27,yes,black,yes,not married,yes,2,3,1
228,0,29,41,27,yes,black,yes,not married,yes,2,3,0
228,0,41,52,27,yes,black,yes,not married,yes,2,3,1
229,0,0,1,18,no,other,yes,not married,no,3,3,0
229,0,1,33,18,no,other,yes,not married,no,3,3,1
229,0,33,34,18,no,other,yes,not married,no,3,3,0
229,1,34,43,18,no,other,yes,not married,no,3,3,1
230,0,0,19,25,yes,black,yes,not married,no,1,4,0
230,0,19,27,25,yes,black,yes,not married,no,1,4,1
230,0,27,35,25,yes,black,yes,not married,no,1,4,0
230,0,35,42,25,yes,black,yes,not married,no,1,4,1
230,1,42,46,25,yes,black,yes,not married,no,1,4,0
231,0,0,10,20,yes,black,no,not married,no,6,3,1
231,0,10,17,20,yes,black,no,not married,no,6,3,0
231,0,17,29,20,yes,black,no,not married,no,6,3,1
231,1,29,40,20,yes,black,no,not married,no,6,3,0
232,0,0,22,20,yes,black,yes,not married,no,5,5,0
232,0,22,52,20,yes,black,yes,not married,no,5,5,1
233,0,0,1,20,no,other,no,not married,no,7,3,0
233,0,1,6,20,no,other,no,not married,no,7,3,1
233,1,6,14,20,no,other,no,not married,no,7,3,0
234,0,0,6,24,no,other,yes,married,no,11,3,0
234,0,6,8,24,no,other,yes,married,no,11,3,1
234,0,8,52,24,no,other,yes,married,no,11,3,0
235,0,0,3,23,yes,black,no,not married,no,1,3,0
235,0,3,22,23,yes,black,no,not married,no,1,3,1
235,0,22,32,23,yes,black,no,not married,no,1,3,0
235,0,32,52,23,yes,black,no,not married,no,1,3,1
236,1,0,8,28,no,black,yes,not married,no,4,4,0
237,0,0,41,21,no,black,no,not married,no,2,4,0
237,0,41,42,21,no,black,no,not married,no,2,4,1
237,0,42,43,21,no,black,no,not married,no,2,4,0
237,0,43,46,21,no,black,no,not married,no,2,4,1
237,0,46,52,21,no,black,no,not married,no,2,4,0
238,0,0,32,25,no,black,no,not married,no,1,3,0
238,0,32,36,25,no,black,no,not married,no,1,3,1
238,0,36,52,25,no,black,no,not married,no,1,3,0
239,0,0,19,24,no,black,yes,not married,yes,1,4,0
239,0,19,23,24,no,black,yes,not married,yes,1,4,1
239,0,23,25,24,no,black,yes,not married,yes,1,4,0
239,0,25,52,24,no,black,yes,not married,yes,1,4,1
240,0,0,6,29,no,black,yes,married,no,3,5,0
240,0,6,7,29,no,black,yes,married,no,3,5,1
240,0,7,52,29,no,black,yes,married,no,3,5,0
241,0,0,1,22,no,black,yes,married,yes,2,4,0
241,0,1,14,22,no,black,yes,married,yes,2,4,1
241,0,14,38,22,no,black,yes,married,yes,2,4,0
241,0,38,52,22,no,black,yes,married,yes,2,4,1
242,1,0,25,28,no,black,no,not married,yes,18,3,0
243,0,0,3,19,no,black,no,not married,yes,1,4,0
243,0,3,24,19,no,black,no,not married,yes,1,4,1
243,0,24,27,19,no,black,no,not married,yes,1,4,0
243,0,27,36,19,no,black,no,not married,yes,1,4,1
243,0,36,47,19,no,black,no,not married,yes,1,4,0
243,0,47,48,19,no,black,no,not married,yes,1,4,1
243,0,48,52,19,no,black,no,not married,yes,1,4,0
244,0,0,10,20,no,black,yes,not married,yes,1,5,0
244,0,10,50,20,no,black,yes,not married,yes,1,5,1
244,0,50,52,20,no,black,yes,not married,yes,1,5,0
245,1,0,17,20,no,black,no,not married,yes,5,3,0
246,0,0,11,22,yes,black,yes,not married,yes,1,3,0
246,0,11,23,22,yes,black,yes,not married,yes,1,3,1
246,1,23,37,22,yes,black,yes,not married,yes,1,3,0
247,0,0,6,20,no,black,no,not married,yes,8,3,0
247,0,6,12,20,no,black,no,not married,yes,8,3,1
247,0,12,16,20,no,black,no,not married,yes,8,3,0
247,0,16,17,20,no,black,no,not married,yes,8,3,1
247,0,17,52,20,no,black,no,not married,yes,8,3,0
248,0,0,4,21,yes,black,no,not married,yes,2,4,0
248,0,4,10,21,yes,black,no,not married,yes,2,4,1
248,0,10,25,21,yes,black,no,not married,yes,2,4,0
248,0,25,52,21,yes,black,no,not married,yes,2,4,1
249,0,0,1,21,yes,black,yes,not married,yes,1,4,0
249,0,1,49,21,yes,black,yes,not married,yes,1,4,1
249,0,49,52,21,yes,black,yes,not married,yes,1,4,0
250,0,0,1,19,no,black,no,not married,yes,3,3,0
250,0,1,5,19,no,black,no,not married,yes,3,3,1
250,1,5,32,19,no,black,no,not married,yes,3,3,0
251,0,0,1,26,no,black,yes,not married,yes,1,2,0
251,0,1,23,26,no,black,yes,not married,yes,1,2,1
251,0,23,28,26,no,black,yes,not married,yes,1,2,0
251,0,28,41,26,no,black,yes,not married,yes,1,2,1
251,0,41,42,26,no,black,yes,not married,yes,1,2,0
251,0,42,52,26,no,black,yes,not married,yes,1,2,1
252,0,0,1,23,no,black,yes,married,yes,2,3,0
252,0,1,11,23,no,black,yes,married,yes,2,3,1
252,0,11,21,23,no,black,yes,married,yes,2,3,0
252,0,21,43,23,no,black,yes,married,yes,2,3,1
252,0,43,52,23,no,black,yes,married,yes,2,3,0
253,0,0,52,22,yes,other,yes,not married,yes,4,3,1
254,0,0,6,24,yes,black,yes,not married,no,8,4,0
254,0,6,20,24,yes,black,yes,not married,no,8,4,1
254,0,20,52,24,yes,black,yes,not married,no,8,4,0
255,0,0,52,40,yes,black,no,not married,no,5,2,0
256,0,0,14,32,yes,black,no,not married,no,2,3,0
256,0,14,52,32,yes,black,no,not married,no,2,3,1
257,0,0,2,38,no,black,yes,not married,no,0,4,0
257,0,2,38,38,no,black,yes,not married,no,0,4,1
257,0,38,45,38,no,black,yes,not married,no,0,4,0
257,0,45,48,38,no,black,yes,not married,no,0,4,1
257,0,48,52,38,no,black,yes,not married,no,0,4,0
258,0,0,2,26,no,black,yes,not married,yes,1,3,0
258,0,2,17,26,no,black,yes,not married,yes,1,3,1
258,0,17,23,26,no,black,yes,not married,yes,1,3,0
258,0,23,27,26,no,black,yes,not married,yes,1,3,1
258,0,27,47,26,no,black,yes,not married,yes,1,3,0
258,0,47,48,26,no,black,yes,not married,yes,1,3,1
258,0,48,52,26,no,black,yes,not married,yes,1,3,0
259,0,0,2,27,yes,black,yes,not married,yes,0,5,0
259,0,2,3,27,yes,black,yes,not married,yes,0,5,1
259,0,3,5,27,yes,black,yes,not married,yes,0,5,0
259,0,5,6,27,yes,black,yes,not married,yes,0,5,1
259,0,6,9,27,yes,black,yes,not married,yes,0,5,0
259,0,9,11,27,yes,black,yes,not married,yes,0,5,1
259,1,11,12,27,yes,black,yes,not married,yes,0,5,0
260,0,0,8,29,no,black,yes,married,yes,3,4,0
260,0,8,36,29,no,black,yes,married,yes,3,4,1
260,0,36,39,29,no,black,yes,married,yes,3,4,0
260,0,39,52,29,no,black,yes,married,yes,3,4,1
261,0,0,4,20,no,black,yes,not married,yes,4,4,0
261,0,4,6,20,no,black,yes,not married,yes,4,4,1
261,1,6,18,20,no,black,yes,not married,yes,4,4,0
262,0,0,5,22,no,black,no,not married,no,1,3,0
262,0,5,7,22,no,black,no,not married,no,1,3,1
262,0,7,10,22,no,black,no,not married,no,1,3,0
262,0,10,16,22,no,black,no,not married,no,1,3,1
262,0,16,22,22,no,black,no,not married,no,1,3,0
262,0,22,29,22,no,black,no,not married,no,1,3,1
262,0,29,33,22,no,black,no,not married,no,1,3,0
262,0,33,37,22,no,black,no,not married,no,1,3,1
262,0,37,46,22,no,black,no,not married,no,1,3,0
262,0,46,52,22,no,black,no,not married,no,1,3,1
263,0,0,2,22,no,other,no,not married,no,5,4,1
263,0,2,14,22,no,other,no,not married,no,5,4,0
263,0,14,15,22,no,other,no,not married,no,5,4,1
263,0,15,46,22,no,other,no,not married,no,5,4,0
263,0,46,52,22,no,other,no,not married,no,5,4,1
264,0,0,1,19,yes,black,yes,not married,no,12,4,0
264,0,1,2,19,yes,black,yes,not married,no,12,4,1
264,0,2,3,19,yes,black,yes,not married,no,12,4,0
264,0,3,4,19,yes,black,yes,not married,no,12,4,1
264,0,4,6,19,yes,black,yes,not married,no,12,4,0
264,0,6,13,19,yes,black,yes,not married,no,12,4,1
264,1,13,14,19,yes,black,yes,not married,no,12,4,0
265,0,0,2,22,no,black,yes,not married,no,1,3,0
265,0,2,52,22,no,black,yes,not married,no,1,3,1
266,0,0,5,19,no,black,no,not married,no,3,3,0
266,0,5,52,19,no,black,no,not married,no,3,3,1
267,0,0,4,32,yes,black,yes,not married,no,1,3,0
267,0,4,52,32,yes,black,yes,not married,no,1,3,1
268,0,0,5,25,yes,black,yes,not married,yes,2,4,0
268,0,5,52,25,yes,black,yes,not married,yes,2,4,1
269,0,0,33,21,no,black,no,not married,yes,2,2,0
269,1,33,38,21,no,black,no,not married,yes,2,2,1
270,0,0,1,36,yes,black,yes,not married,yes,1,2,0
270,0,1,29,36,yes,black,yes,not married,yes,1,2,1
270,0,29,41,36,yes,black,yes,not married,yes,1,2,0
270,0,41,49,36,yes,black,yes,not married,yes,1,2,1
270,0,49,52,36,yes,black,yes,not married,yes,1,2,0
271,1,0,24,40,no,black,yes,not married,no,2,2,0
272,0,0,1,20,yes,black,no,not married,yes,1,3,0
272,0,1,10,20,yes,black,no,not married,yes,1,3,1
272,0,10,16,20,yes,black,no,not married,yes,1,3,0
272,1,16,20,20,yes,black,no,not married,yes,1,3,1
273,0,0,31,19,yes,black,no,not married,yes,0,4,1
273,1,31,32,19,yes,black,no,not married,yes,0,4,0
274,0,0,52,18,no,black,no,not married,yes,4,4,0
275,0,0,52,28,yes,black,yes,not married,no,0,4,1
276,0,0,43,22,yes,black,yes,not married,no,2,4,0
276,0,43,52,22,yes,black,yes,not married,no,2,4,1
277,0,0,10,25,yes,black,no,not married,yes,1,5,0
277,0,10,13,25,yes,black,no,not married,yes,1,5,1
277,0,13,16,25,yes,black,no,not married,yes,1,5,0
277,0,16,17,25,yes,black,no,not married,yes,1,5,1
277,0,17,52,25,yes,black,no,not married,yes,1,5,0
278,0,0,2,28,yes,black,yes,not married,no,2,3,0
278,0,2,4,28,yes,black,yes,not married,no,2,3,1
278,0,4,5,28,yes,black,yes,not married,no,2,3,0
278,0,5,6,28,yes,black,yes,not married,no,2,3,1
278,0,6,8,28,yes,black,yes,not married,no,2,3,0
278,0,8,11,28,yes,black,yes,not married,no,2,3,1
278,0,11,13,28,yes,black,yes,not married,no,2,3,0
278,0,13,36,28,yes,black,yes,not married,no,2,3,1
278,0,36,52,28,yes,black,yes,not married,no,2,3,0
279,0,0,52,25,yes,black,yes,not married,no,2,3,0
280,0,0,3,20,yes,black,yes,not married,no,4,5,0
280,0,3,5,20,yes,black,yes,not married,no,4,5,1
280,0,5,8,20,yes,black,yes,not married,no,4,5,0
280,0,8,13,20,yes,black,yes,not married,no,4,5,1
280,0,13,16,20,yes,black,yes,not married,no,4,5,0
280,0,16,22,20,yes,black,yes,not married,no,4,5,1
280,0,22,24,20,yes,black,yes,not married,no,4,5,0
280,0,24,28,20,yes,black,yes,not married,no,4,5,1
280,0,28,52,20,yes,black,yes,not married,no,4,5,0
281,0,0,1,24,yes,black,no,not married,no,5,3,0
281,0,1,11,24,yes,black,no,not married,no,5,3,1
281,0,11,52,24,yes,black,no,not married,no,5,3,0
282,0,0,5,24,no,black,yes,not married,no,0,4,0
282,0,5,52,24,no,black,yes,not married,no,0,4,1
283,0,0,52,36,yes,other,yes,not married,yes,2,4,0
284,0,0,3,34,yes,black,yes,not married,no,1,5,0
284,0,3,7,34,yes,black,yes,not married,no,1,5,1
284,0,7,43,34,yes,black,yes,not married,no,1,5,0
284,0,43,52,34,yes,black,yes,not married,no,1,5,1
285,0,0,9,19,no,black,yes,not married,yes,5,3,0
285,0,9,26,19,no,black,yes,not married,yes,5,3,1
285,1,26,31,19,no,black,yes,not married,yes,5,3,0
286,0,0,1,23,yes,black,no,not married,yes,1,3,0
286,0,1,3,23,yes,black,no,not married,yes,1,3,1
286,0,3,6,23,yes,black,no,not married,yes,1,3,0
286,0,6,8,23,yes,black,no,not married,yes,1,3,1
286,1,8,20,23,yes,black,no,not married,yes,1,3,0
287,0,0,7,19,no,black,yes,not married,yes,3,3,0
287,0,7,13,19,no,black,yes,not married,yes,3,3,1
287,1,13,40,19,no,black,yes,not married,yes,3,3,0
288,0,0,1,40,yes,black,yes,not married,no,2,4,0
288,0,1,5,40,yes,black,yes,not married,no,2,4,1
288,0,5,7,40,yes,black,yes,not married,no,2,4,0
288,0,7,10,40,yes,black,yes,not married,no,2,4,1
288,0,10,21,40,yes,black,yes,not married,no,2,4,0
288,0,21,52,40,yes,black,yes,not married,no,2,4,1
289,0,0,1,31,yes,black,yes,not married,no,2,4,0
289,0,1,12,31,yes,black,yes,not married,no,2,4,1
289,0,12,19,31,yes,black,yes,not married,no,2,4,0
289,0,19,52,31,yes,black,yes,not married,no,2,4,1
290,0,0,7,23,no,black,yes,married,yes,0,4,1
290,0,7,16,23,no,black,yes,married,yes,0,4,0
290,0,16,52,23,no,black,yes,married,yes,0,4,1
291,0,0,1,42,no,black,no,not married,yes,2,3,0
291,0,1,30,42,no,black,no,not married,yes,2,3,1
291,0,30,52,42,no,black,no,not married,yes,2,3,0
